time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_from_almaty,year,month,day,day_of_year,week_of_year,source
2018-01-29 14:36:35.560000+00:00,43.2015,77.7514,29.34,4.5,mb,,99.0,0.848,0.72,us,us2000cqww,2018-04-25T01:39:35.040Z,"25 km SSE of Turgen, Kazakhstan",earthquake,5.8,6.6,0.271,4.0,reviewed,us,us,72.38673160701008,2018,1,29,29,5,recent
2017-11-16 01:42:56.750000+00:00,41.7485,77.5764,31.92,4.9,mb,,116.0,0.172,0.62,us,us2000bpdb,2022-05-03T18:40:35.183Z,"54 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,8.1,5.5,0.061,85.0,reviewed,us,us,161.07572489337545,2017,11,16,320,46,recent
2017-09-18 15:54:18.720000+00:00,40.9737,77.1594,10.0,4.5,mb,,81.0,0.897,1.06,us,us2000apzi,2017-12-19T01:54:04.040Z,"110 km ESE of Naryn, Kyrgyzstan",earthquake,4.1,1.8,0.124,19.0,reviewed,us,us,237.6382381987587,2017,9,18,261,38,recent
2017-07-23 10:36:37.120000+00:00,41.133,75.2771,3.51,4.2,mwr,,59.0,0.596,1.21,us,us20009zzz,2017-10-14T00:19:36.040Z,"44 km W of At-Bashi, Kyrgyzstan",earthquake,4.2,3.0,0.053,34.0,reviewed,us,us,255.13651036566924,2017,7,23,204,29,recent
2017-04-28 05:01:24.680000+00:00,41.8946,76.8073,6.86,4.3,mwr,,61.0,0.37,0.9,us,us10008li5,2022-08-07T11:48:20.040Z,Kyrgyzstan,earthquake,7.2,4.9,0.058,29.0,reviewed,us,us,134.13288860803283,2017,4,28,118,17,recent
2017-04-21 00:55:45.100000+00:00,42.5888,75.1539,10.0,4.5,mb,,57.0,0.447,0.89,us,us10008n61,2018-07-05T15:48:57.874Z,"30 km SSW of Tokmok, Kyrgyzstan",earthquake,4.9,1.9,0.082,43.0,reviewed,us,us,151.01343165421568,2017,4,21,111,16,recent
2017-04-21 00:41:54.340000+00:00,42.5761,75.1387,9.74,4.2,mb,,58.0,0.444,1.38,us,us10008jf7,2017-07-11T01:48:39.040Z,"32 km SSW of Tokmok, Kyrgyzstan",earthquake,2.3,4.7,0.141,14.0,reviewed,us,us,152.7086594113961,2017,4,21,111,16,recent
2016-12-25 13:47:57.720000+00:00,42.1937,79.4332,27.51,4.2,mb,,71.0,1.3,1.13,us,us10007mmn,2017-03-23T22:52:02.040Z,"82 km ESE of Ak-Suu, Kyrgyzstan",earthquake,7.1,5.1,0.167,10.0,reviewed,us,us,232.59070274767464,2016,12,25,360,51,recent
2016-12-18 05:54:54.240000+00:00,43.2855,75.0643,11.54,4.5,mb,,79.0,0.771,0.7,us,us2000825u,2017-03-16T02:31:27.040Z,"39 km NE of Georgiyevka, Kazakhstan",earthquake,4.2,6.5,0.313,3.0,reviewed,us,us,147.8261768242758,2016,12,18,353,50,recent
2016-11-18 15:16:42.340000+00:00,41.2764,76.7588,14.22,4.1,mb,,71.0,2.168,1.15,us,us10007a10,2017-02-15T23:21:27.040Z,"66 km ESE of Naryn, Kyrgyzstan",earthquake,9.2,6.2,0.213,6.0,reviewed,us,us,202.98187081511298,2016,11,18,323,46,recent
2016-07-25 09:04:31.480000+00:00,40.7848,78.3437,10.0,4.7,mb,,71.0,1.714,1.31,us,us20006hdj,2016-09-24T22:47:19.040Z,"152 km W of Aykol, China",earthquake,7.4,1.9,0.071,61.0,reviewed,us,us,284.8226270415226,2016,7,25,207,30,recent
2016-07-19 12:32:55.920000+00:00,41.5549,79.0058,10.0,5.1,mb,,58.0,0.916,0.84,us,us20006fsr,2016-09-17T01:27:51.040Z,"112 km SSE of Ak-Suu, Kyrgyzstan",earthquake,5.7,1.8,0.04,205.0,reviewed,us,us,245.63674338643517,2016,7,19,201,29,recent
2016-07-18 00:12:50.760000+00:00,41.5472,79.0619,10.0,4.2,mb,,69.0,0.959,0.7,us,us20006ffl,2016-09-17T01:27:49.040Z,"109 km WNW of Aksu, China",earthquake,5.7,1.9,0.109,23.0,reviewed,us,us,249.55254876854477,2016,7,18,200,29,recent
2016-02-29 18:37:09.530000+00:00,43.079,80.4513,10.0,4.8,mb,,94.0,2.379,0.56,us,us10004tm6,2016-05-06T23:34:20.040Z,"95 km SSW of Qapqal, China",earthquake,6.5,1.9,0.061,83.0,reviewed,us,us,290.8040984084724,2016,2,29,60,9,recent
2015-12-07 08:30:56.730000+00:00,41.7307,74.6053,21.53,5.5,mb,,41.0,0.909,0.72,us,us100044km,2022-08-01T22:15:44.480Z,"116 km SSE of Sosnovka, Kyrgyzstan",earthquake,4.6,3.2,0.032,338.0,reviewed,us,us,240.29006079987275,2015,12,7,341,50,recent
2015-11-19 00:00:41.110000+00:00,41.1693,78.8382,10.0,4.3,mb,,82.0,0.957,0.91,us,us10003ze8,2016-02-18T04:48:42.040Z,"111 km WNW of Aykol, China",earthquake,4.7,1.9,0.168,10.0,reviewed,us,us,269.10833016893207,2015,11,19,323,47,recent
2015-09-21 09:05:55.590000+00:00,41.6917,77.7019,40.26,4.1,mb,,142.0,0.96,1.17,us,us20003me5,2015-12-21T23:16:29.040Z,"66 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,7.5,8.0,0.198,7.0,reviewed,us,us,170.84547968062267,2015,9,21,264,39,recent
2015-09-05 20:34:13.740000+00:00,41.3331,75.694,10.0,4.4,mb,,59.0,1.172,1.19,us,us20003gtb,2015-12-05T01:40:30.040Z,Kyrgyzstan,earthquake,4.3,1.9,0.143,14.0,reviewed,us,us,219.03658696138808,2015,9,5,248,36,recent
2015-03-15 14:01:03.070000+00:00,43.0727,76.9111,27.91,4.8,mb,,58.0,4.687,0.58,us,us10001mj7,2022-07-28T02:22:56.834Z,"20 km S of Almaty, Kazakhstan",earthquake,7.1,4.4,0.05,121.0,reviewed,us,us,4.511653447326344,2015,3,15,74,11,recent
2015-01-22 15:52:30.710000+00:00,42.3624,74.9514,21.25,4.9,mb,,50.0,0.435,0.99,us,usc000tiaa,2022-07-27T16:04:24.238Z,"59 km S of Kant, Kyrgyzstan",earthquake,6.5,5.1,0.066,77.0,reviewed,us,us,176.8661024171562,2015,1,22,22,4,recent
2014-12-06 22:57:22.210000+00:00,42.0568,78.7492,5.83,4.5,mb,,57.0,0.487,1.26,us,usc000t4ca,2015-02-28T02:16:11.040Z,"52 km SSE of Ak-Suu, Kyrgyzstan",earthquake,4.1,4.8,0.088,41.0,reviewed,us,us,192.68426435511614,2014,12,6,340,49,recent
2014-11-14 02:09:14.970000+00:00,42.2293,77.13,10.0,4.3,mb,,64.0,0.115,0.75,us,usc000sx96,2015-02-12T01:42:40.040Z,"10 km NNW of Kadzhi-Say, Kyrgyzstan",earthquake,3.2,2.0,0.377,2.0,reviewed,us,us,99.1237916557965,2014,11,14,318,46,recent
2014-11-14 01:24:15.250000+00:00,42.0925,77.2621,10.0,5.2,mww,,22.0,0.067,0.63,us,usc000sx6t,2022-07-27T07:35:37.526Z,"8 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,5.3,1.7,,,reviewed,us,us,116.53536845902002,2014,11,14,318,46,recent
2014-09-03 02:11:13.590000+00:00,42.1841,77.5172,48.48,4.3,mb,,56.0,5.615,0.57,us,usb000sbsu,2014-12-05T23:36:29.040Z,"28 km E of Kadzhi-Say, Kyrgyzstan",earthquake,7.9,4.3,0.266,7.0,reviewed,us,us,114.77919002562224,2014,9,3,246,36,recent
2014-08-20 18:35:17.720000+00:00,41.9763,78.161,10.0,4.1,mb,,197.0,0.363,1.15,us,usc000s8y3,2014-11-22T02:06:23.000Z,Kyrgyzstan-Xinjiang border region,earthquake,10.1,2.0,0.368,2.0,reviewed,us,us,163.703981035233,2014,8,20,232,34,recent
2014-08-15 21:42:30.750000+00:00,42.9405,77.4312,21.35,5.0,mb,,26.0,0.84,0.81,us,usb000s37z,2022-07-26T22:19:45.009Z,"43 km NE of Cholpon-Ata, Kyrgyzstan",earthquake,,3.8,0.041,200.0,reviewed,us,us,48.949220434254265,2014,8,15,227,33,recent
2014-06-13 12:13:23.010000+00:00,42.2458,77.1137,6.51,4.0,mb,,58.0,0.135,1.64,us,usc000rf0s,2014-09-12T15:47:24.000Z,"12 km NNW of Kadzhi-Say, Kyrgyzstan",earthquake,,5.1,0.365,4.0,reviewed,us,us,97.0496583084563,2014,6,13,164,24,recent
2014-05-28 02:25:59.670000+00:00,42.5547,74.816,9.92,4.2,mb,,86.0,0.251,0.79,us,usb000r68x,2014-08-26T01:21:01.000Z,"37 km S of Kant, Kyrgyzstan",earthquake,,4.8,0.236,5.0,reviewed,us,us,178.13635609039392,2014,5,28,148,22,recent
2014-05-04 20:23:31.410000+00:00,40.606,77.6593,10.0,5.4,mb,,61.0,1.555,1.27,us,usb000q9uv,2022-05-03T16:49:16.139Z,"167 km ESE of Naryn, Kyrgyzstan",earthquake,,1.8,0.069,72.0,reviewed,us,us,284.917213759366,2014,5,4,124,18,recent
2014-04-24 18:34:39.270000+00:00,42.7576,77.9153,27.61,4.3,mb,,94.0,0.838,0.95,us,usb000qqu7,2014-07-14T20:11:13.000Z,"36 km W of Tyup, Kyrgyzstan",earthquake,,3.3,0.306,4.0,reviewed,us,us,93.23243122623226,2014,4,24,114,17,recent
2014-03-16 05:32:13.760000+00:00,42.4158,78.0695,24.28,4.3,mb,,68.0,1.577,0.98,us,usc000nd5z,2014-05-16T21:51:43.000Z,"9 km NNE of Kyzyl-Suu, Kyrgyzstan",earthquake,,5.8,0.218,9.0,reviewed,us,us,124.0074995265398,2014,3,16,75,11,recent
2014-01-21 20:46:36.490000+00:00,42.0873,75.101,6.95,4.0,mwr,,55.0,0.71,1.43,us,usb000m5vd,2014-03-22T00:05:29.000Z,"85 km S of Tokmok, Kyrgyzstan",earthquake,,3.7,0.083,14.0,reviewed,us,us,183.43114498903614,2014,1,21,21,4,recent
2013-12-26 08:48:58.040000+00:00,41.2713,75.618,10.97,3.9,mwr,,63.0,0.31,0.98,us,usc000lrrv,2014-02-28T08:44:08.000Z,"19 km NW of At-Bashi, Kyrgyzstan",earthquake,,4.4,0.08,,reviewed,us,us,228.00379794238438,2013,12,26,360,52,recent
2013-11-23 09:42:07.850000+00:00,42.5262,75.7113,9.76,4.9,mb,,56.0,0.173,0.97,us,usb000l53i,2022-07-26T02:18:05.714Z,"28 km S of Kemin, Kyrgyzstan",earthquake,,2.7,0.087,,reviewed,us,us,114.03315912510715,2013,11,23,327,47,recent
2013-11-15 02:08:59.880000+00:00,41.7385,79.3722,32.54,4.2,mb,,133.0,1.028,0.88,us,usb000l2yl,2014-01-31T21:22:20.000Z,"97 km NW of Aksu, China",earthquake,,5.6,0.526,,reviewed,us,us,255.1434337308318,2013,11,15,319,46,recent
2013-09-20 16:28:26.770000+00:00,42.3008,76.5419,17.54,4.4,mb,,63.0,0.484,1.22,us,usb000jwqc,2022-07-25T22:53:18.158Z,"34 km ESE of Balykchy, Kyrgyzstan",earthquake,,4.0,0.19,,reviewed,us,us,92.8233218421703,2013,9,20,263,38,recent
2013-09-06 13:34:08.870000+00:00,42.7352,79.5289,23.27,4.5,mb,,52.0,0.874,0.79,us,usb000jjq2,2013-11-15T03:20:26.000Z,"40 km SE of Kegen, Kazakhstan",earthquake,,5.9,0.14,,reviewed,us,us,220.27583130878426,2013,9,6,249,36,recent
2013-08-27 10:15:39.880000+00:00,41.4184,79.5388,30.95,4.4,mb,,117.0,1.337,0.94,us,usb000jc7f,2013-11-06T01:33:31.000Z,"67 km WNW of Aksu, China",earthquake,,5.9,0.219,,reviewed,us,us,288.42010185409407,2013,8,27,239,35,recent
2013-08-03 08:15:21.680000+00:00,40.9797,78.7141,10.33,4.0,mb,,85.0,3.562,1.22,us,usb000iup5,2013-09-25T17:45:51.000Z,"119 km W of Aykol, China",earthquake,,4.7,0.211,,reviewed,us,us,280.6564889744676,2013,8,3,215,31,recent
2013-06-07 21:55:16.750000+00:00,43.157,80.263,35.4,4.5,mb,22.0,83.0,,1.18,us,usp000k15k,2014-11-07T01:51:02.787Z,"86 km E of Kegen, Kazakhstan",earthquake,,3.2,,3.0,reviewed,us,us,275.40465676734334,2013,6,7,158,23,recent
2013-05-02 04:52:27.550000+00:00,42.326,73.655,10.0,4.3,mb,23.0,66.0,,0.82,us,usp000k0hy,2014-11-07T01:50:43.352Z,"39 km SSW of Sosnovka, Kyrgyzstan",earthquake,,,,5.0,reviewed,us,us,276.3893502553459,2013,5,2,122,18,recent
2013-04-04 13:46:27.650000+00:00,40.949,77.994,49.7,4.3,mb,36.0,73.8,,0.94,us,usp000k023,2014-11-07T01:50:30.353Z,"148 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,,6.6,,2.0,reviewed,us,us,256.56141243419853,2013,4,4,94,14,recent
2013-03-13 22:32:51.070000+00:00,42.634,79.646,42.1,4.1,mb,52.0,100.4,,1.03,us,us2013msa2,2014-11-07T01:50:20.253Z,"55 km SE of Kegen, Kazakhstan",earthquake,,5.4,,10.0,reviewed,us,us,232.08613324941405,2013,3,13,72,11,recent
2013-02-19 00:36:06.390000+00:00,42.599,79.58,47.1,4.0,mb,58.0,70.8,,1.26,us,usp000jzed,2014-11-07T01:50:09.626Z,"55 km SSE of Kegen, Kazakhstan",earthquake,,6.0,,3.0,reviewed,us,us,227.82779707494973,2013,2,19,50,8,recent
2013-01-29 08:57:55.560000+00:00,42.521,79.8,10.0,4.4,mb,52.0,66.6,,1.05,us,usc000excc,2014-11-07T01:49:54.303Z,"73 km SE of Kegen, Kazakhstan",earthquake,,,,14.0,reviewed,us,us,247.51374663789156,2013,1,29,29,5,recent
2013-01-28 20:37:08.720000+00:00,42.503,79.655,10.0,4.4,mb,51.0,66.4,,0.99,us,usc000ewxc,2022-07-24T16:39:52.642Z,"67 km SSE of Kegen, Kazakhstan",earthquake,,,,6.0,reviewed,us,us,236.699748010242,2013,1,28,28,5,recent
2013-01-28 19:47:38.510000+00:00,42.446,79.57,13.0,4.6,mb,78.0,96.9,,0.86,us,usc000ewvl,2014-11-07T01:49:54.197Z,"70 km SSE of Kegen, Kazakhstan",earthquake,,6.8,,16.0,reviewed,us,us,232.05649985191837,2013,1,28,28,5,recent
2013-01-28 19:11:51.540000+00:00,42.563,79.561,10.0,4.5,mb,50.0,71.5,,1.25,us,usc000ewuh,2014-11-07T01:49:54.182Z,"58 km SSE of Kegen, Kazakhstan",earthquake,,,,1.0,reviewed,us,us,227.40617483178383,2013,1,28,28,5,recent
2013-01-28 17:31:45.500000+00:00,42.7,79.541,10.0,4.3,mb,25.0,70.2,,1.41,us,usc000ewrz,2014-11-07T01:49:54.172Z,"44 km SE of Kegen, Kazakhstan",earthquake,,,,1.0,reviewed,us,us,222.05581875795627,2013,1,28,28,5,recent
2013-01-28 16:46:52.810000+00:00,42.489,79.418,10.0,4.3,ml,17.0,109.6,,0.7,us,usp000jyvn,2014-11-07T01:49:54.168Z,"61 km SSE of Kegen, Kazakhstan",earthquake,,,,,reviewed,us,us,218.71088816637436,2013,1,28,28,5,recent
2013-01-28 16:38:53.580000+00:00,42.605,79.708,15.0,6.1,mww,548.0,14.5,,0.76,us,usc000ewqq,2022-07-24T16:35:51.450Z,"61 km SE of Kegen, Kazakhstan",earthquake,,,,,reviewed,us,us,237.79183076523995,2013,1,28,28,5,recent
2012-12-05 00:57:18+00:00,43.062,78.31,31.0,4.2,mb,46.0,61.2,,0.95,us,usp000jwfj,2014-11-07T01:49:32.766Z,"37 km N of Tyup, Kyrgyzstan",earthquake,,7.5,,8.0,reviewed,us,us,117.02522885504001,2012,12,5,340,49,recent
2012-11-28 05:30:08.140000+00:00,41.712,77.788,15.4,4.7,mb,92.0,65.8,,1.07,us,usp000jw64,2015-03-24T01:34:27.853Z,"69 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,,6.9,,26.0,reviewed,us,us,171.75653948505916,2012,11,28,333,48,recent
2012-06-26 00:32:40.060000+00:00,41.235,74.551,10.0,4.4,mb,65.0,69.4,,1.21,us,usp000jn7x,2014-11-07T01:48:09.148Z,"105 km W of At-Bashi, Kyrgyzstan",earthquake,,,,16.0,reviewed,us,us,281.99360871944907,2012,6,26,178,26,recent
2012-06-06 07:26:14.640000+00:00,44.344,79.888,42.0,4.5,mb,49.0,79.0,,0.86,us,usp000jmdt,2014-11-07T01:48:01.286Z,"21 km NNW of Zharkent, Kazakhstan",earthquake,,4.4,,6.0,reviewed,us,us,279.17610429727813,2012,6,6,158,23,recent
2012-05-30 21:20:56.160000+00:00,43.384,78.745,17.2,5.4,mww,403.0,13.1,,0.87,us,usp000jm51,2022-05-03T15:41:19.081Z,"55 km NW of Kegen, Kazakhstan",earthquake,,7.0,,,reviewed,us,us,155.1230299298052,2012,5,30,151,22,recent
2012-04-04 14:21:46.380000+00:00,41.851,79.421,52.6,4.3,mb,25.0,150.9,,0.91,us,usp000jh86,2014-11-07T01:47:26.071Z,"103 km NW of Aksu, China",earthquake,,10.8,,2.0,reviewed,us,us,251.0987638703921,2012,4,4,95,14,recent
2012-02-05 07:10:16.580000+00:00,41.437,74.784,10.0,5.2,mb,178.0,62.0,,0.79,us,usp000jeh9,2015-03-24T01:25:25.779Z,"90 km WNW of At-Bashi, Kyrgyzstan",earthquake,,,,58.0,reviewed,us,us,252.28506309364835,2012,2,5,36,5,recent
2011-10-28 13:37:28.830000+00:00,42.135,77.571,46.7,4.1,mb,24.0,109.4,,1.05,us,usp000ja13,2014-11-07T01:46:11.937Z,"32 km E of Kadzhi-Say, Kyrgyzstan",earthquake,,10.7,,2.0,reviewed,us,us,121.67142923797023,2011,10,28,301,43,recent
2011-09-15 01:50:34.590000+00:00,44.399,79.867,42.0,4.4,mb,38.0,177.6,,0.78,us,usp000j828,2014-11-07T01:45:53.744Z,"28 km NNW of Zharkent, Kazakhstan",earthquake,,5.8,,6.0,reviewed,us,us,280.71191511286196,2011,9,15,258,37,recent
2011-06-02 21:06:46.510000+00:00,42.542,78.43,44.5,4.1,mb,29.0,133.2,,0.87,us,usp000j2ks,2014-11-07T01:45:00.779Z,"6 km NNE of Karakol, Kyrgyzstan",earthquake,,7.3,,4.0,reviewed,us,us,141.55214521059142,2011,6,2,153,22,recent
2011-05-01 20:29:05.040000+00:00,43.637,77.725,20.6,4.0,mb,29.0,108.0,,1.12,us,usp000j0vh,2014-11-07T01:44:42.982Z,"28 km NNE of Turgen, Kazakhstan",earthquake,,16.6,,2.0,reviewed,us,us,91.33378553854982,2011,5,1,121,17,recent
2011-05-01 11:37:11.590000+00:00,43.724,77.538,28.2,4.8,mb,58.0,74.5,,1.23,us,usp000j0v9,2022-07-19T14:05:25.353Z,"36 km N of Turgen, Kazakhstan",earthquake,,6.8,,14.0,reviewed,us,us,87.89600593178848,2011,5,1,121,17,recent
2011-05-01 09:13:55.870000+00:00,43.597,77.639,22.0,4.9,mb,98.0,67.7,,1.03,us,usp000j0v6,2022-07-19T14:03:51.317Z,"22 km N of Turgen, Kazakhstan",earthquake,,3.6,,30.0,reviewed,us,us,83.1895687902962,2011,5,1,121,17,recent
2011-05-01 02:31:29.620000+00:00,43.564,77.746,23.2,5.1,mwc,239.0,23.4,,0.81,us,usp000j0uk,2022-07-19T14:02:18.694Z,"21 km NE of Turgen, Kazakhstan",earthquake,,,,,reviewed,us,gcmt,87.6466761914495,2011,5,1,121,17,recent
2011-04-09 12:30:25.650000+00:00,42.067,74.819,14.4,4.9,mb,58.0,80.1,,0.99,us,usp000hzkv,2014-11-07T01:44:30.713Z,"91 km SSE of Bishkek, Kyrgyzstan",earthquake,,9.1,,11.0,reviewed,us,us,203.43708151974863,2011,4,9,99,14,recent
2011-03-18 09:36:28.860000+00:00,43.108,74.771,21.3,4.1,mwr,31.0,70.8,,1.39,us,usp000hxsu,2022-07-19T09:09:40.978Z,"9 km NNE of Georgiyevka, Kazakhstan",earthquake,,5.7,,,reviewed,us,us,170.40526304986835,2011,3,18,77,11,recent
2010-11-24 03:44:05.530000+00:00,41.115,75.63,26.5,4.4,mb,30.0,96.6,,1.03,us,usp000hq14,2014-11-07T01:42:57.422Z,"15 km WSW of At-Bashi, Kyrgyzstan",earthquake,,20.3,,3.0,reviewed,us,us,243.26567956983385,2010,11,24,328,47,recent
2010-10-31 05:39:07.480000+00:00,41.623,77.676,35.0,4.0,mb,27.0,89.0,,1.04,us,usp000hnu7,2014-11-07T01:42:47.206Z,"70 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,,,,2.0,reviewed,us,us,177.0811759832821,2010,10,31,304,43,recent
2010-10-30 17:27:35.360000+00:00,41.706,77.634,48.5,4.2,mb,22.0,118.8,,1.25,us,usp000hntd,2014-11-07T01:42:47.087Z,"61 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,,12.8,,3.0,reviewed,us,us,167.21614832888847,2010,10,30,303,43,recent
2010-09-12 13:01:59.810000+00:00,45.193,77.388,37.2,4.8,mb,112.0,64.3,,0.83,us,usp000hkme,2014-11-07T01:42:26.852Z,"47 km W of Ushtobe, Kazakhstan",earthquake,,4.0,,48.0,reviewed,us,us,236.37091932938205,2010,9,12,255,36,recent
2010-04-25 08:30:42.910000+00:00,40.965,75.029,10.0,4.7,mb,59.0,90.4,,1.23,us,usp000hbvv,2014-11-07T01:41:19.135Z,"68 km WSW of At-Bashi, Kyrgyzstan",earthquake,,,,16.0,reviewed,us,us,281.90217968129815,2010,4,25,115,16,recent
2010-04-20 10:18:54.080000+00:00,43.955,77.984,28.3,4.4,mb,38.0,78.7,,1.23,us,usp000hbq4,2022-07-16T11:25:50.362Z,"45 km S of Saryozek, Kazakhstan",earthquake,,16.6,,6.0,reviewed,us,us,130.78281472281108,2010,4,20,110,16,recent
2010-04-08 06:05:27.010000+00:00,41.256,79.068,37.7,4.2,mb,41.0,134.6,,0.98,us,usp000hayc,2014-11-07T01:41:13.825Z,"95 km WNW of Aykol, China",earthquake,,8.5,,4.0,reviewed,us,us,273.5613465220515,2010,4,8,98,14,recent
2010-04-08 05:31:00.920000+00:00,41.342,79.001,46.1,4.6,mb,69.0,95.1,,0.77,us,usp000hay9,2014-11-07T01:41:13.808Z,"104 km WNW of Aykol, China",earthquake,,5.1,,9.0,reviewed,us,us,262.67080400329206,2010,4,8,98,14,recent
2010-04-01 10:17:40.720000+00:00,42.062,78.957,35.0,4.7,mb,38.0,133.4,,0.9,us,usp000ha6r,2014-11-07T01:41:08.808Z,"60 km SE of Ak-Suu, Kyrgyzstan",earthquake,,,,7.0,reviewed,us,us,206.19246493992182,2010,4,1,91,13,recent
2010-03-02 01:55:39.490000+00:00,42.471,75.628,21.3,5.1,mwc,136.0,47.0,,1.3,us,usp000h8ff,2022-07-16T04:17:11.256Z,Kyrgyzstan,earthquake,,4.4,,,reviewed,us,gcmt,123.14251658533249,2010,3,2,61,9,recent
2010-01-28 19:44:57.410000+00:00,41.043,74.996,11.2,4.8,mb,43.0,113.3,,1.18,us,usp000h6qv,2014-11-07T01:40:34.968Z,"69 km WSW of At-Bashi, Kyrgyzstan",earthquake,,23.3,,24.0,reviewed,us,us,276.1035185388474,2010,1,28,28,4,recent
2009-10-30 08:49:47+00:00,40.734,77.714,37.8,4.1,mb,32.0,101.0,,1.19,us,usp000h3jr,2014-11-07T01:39:59.825Z,"162 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,,9.9,,3.0,reviewed,us,us,272.19339315095823,2009,10,30,303,44,recent
2009-09-24 07:57:14.480000+00:00,42.051,77.491,42.2,5.0,mb,72.0,60.5,,0.97,us,usp000h1tx,2022-07-15T18:08:10.351Z,"27 km ESE of Kadzhi-Say, Kyrgyzstan",earthquake,,6.3,,17.0,reviewed,us,us,127.24407428927549,2009,9,24,267,39,recent
2009-06-13 17:17:37.720000+00:00,44.725,78.866,11.0,5.4,mwc,398.0,17.3,,0.72,us,usp000gy58,2022-07-15T11:47:21.965Z,"12 km SSE of Tekeli, Kazakhstan",earthquake,,,,,reviewed,us,us,241.25990398158964,2009,6,13,164,24,recent
2009-04-19 04:08:20.960000+00:00,41.277,78.203,39.0,5.4,mwc,254.0,27.9,,0.76,us,usp000gwbp,2022-07-15T08:16:02.354Z,"119 km S of Kyzyl-Suu, Kyrgyzstan",earthquake,,3.8,,,reviewed,us,gcmt,230.53903509078881,2009,4,19,109,16,recent
2009-02-01 11:25:38.460000+00:00,42.771,73.918,10.0,4.5,mb,35.0,77.5,,1.39,us,usp000gtbt,2014-11-07T01:38:18.889Z,"7 km SE of Kara-Balta, Kyrgyzstan",earthquake,,,,8.0,reviewed,us,us,243.07201460529689,2009,2,1,32,5,recent
2008-09-17 19:37:39.070000+00:00,43.604,78.491,46.8,3.7,mb,23.0,91.5,,1.06,us,usp000gh80,2014-11-07T01:37:12.898Z,"76 km ENE of Turgen, Kazakhstan",earthquake,,8.7,,1.0,reviewed,us,us,142.54205730386127,2008,9,17,261,38,recent
2008-09-02 20:49:40.360000+00:00,43.09,79.679,26.7,4.7,mb,49.0,76.1,,1.22,us,usp000gg8w,2014-11-07T01:37:06.870Z,"38 km ENE of Kegen, Kazakhstan",earthquake,,13.9,,24.0,reviewed,us,us,228.07433678764914,2008,9,2,246,36,recent
2008-08-21 19:34:06.940000+00:00,41.93,75.804,10.0,4.3,mb,16.0,123.5,,1.37,us,usp000gf6g,2014-11-07T01:36:57.535Z,"57 km NNW of Naryn, Kyrgyzstan",earthquake,,,,1.0,reviewed,us,us,156.7106167981566,2008,8,21,234,34,recent
2008-08-21 17:19:51.640000+00:00,41.952,75.967,8.0,4.5,mb,64.0,139.9,,0.76,us,usp000gf66,2014-11-07T01:36:57.506Z,"58 km N of Naryn, Kyrgyzstan",earthquake,,6.5,,20.0,reviewed,us,us,147.54679634626712,2008,8,21,234,34,recent
2008-07-04 22:09:57.700000+00:00,42.974,75.293,10.0,3.7,mb,17.0,137.4,,1.19,us,usp000gbbg,2014-11-07T01:36:34.299Z,"14 km N of Tokmok, Kyrgyzstan",earthquake,,,,2.0,reviewed,us,us,128.93036387259204,2008,7,4,186,27,recent
2008-05-24 18:52:36.710000+00:00,41.373,79.085,10.0,3.3,mb,9.0,223.1,,1.48,us,usp000g7p3,2014-11-07T01:36:05.380Z,"99 km WNW of Aykol, China",earthquake,,,,2.0,reviewed,us,us,264.7993201368278,2008,5,24,145,21,recent
2008-01-04 15:38:16.880000+00:00,43.373,75.376,10.0,3.7,mb,22.0,58.2,,1.12,us,usp000fvz0,2014-11-07T01:34:36.640Z,"59 km N of Tokmok, Kyrgyzstan",earthquake,,,,1.0,reviewed,us,us,124.77455713560995,2008,1,4,4,1,recent
2007-12-29 21:27:24.040000+00:00,43.046,76.862,20.2,4.5,mb,39.0,82.4,,1.26,us,usp000fvkn,2022-07-13T23:29:03.146Z,"24 km SSW of Almaty, Kazakhstan",earthquake,,,,6.0,reviewed,us,us,6.0395848099419585,2007,12,29,363,52,recent
2007-10-09 16:00:42.590000+00:00,42.927,77.868,19.2,5.0,mb,166.0,41.2,,0.84,us,usp000fq6u,2022-05-02T20:46:53.420Z,"46 km WNW of Tyup, Kyrgyzstan",earthquake,,,,86.0,reviewed,us,us,83.39085945260135,2007,10,9,282,41,recent
2007-09-02 15:30:37.910000+00:00,44.579,78.339,25.5,5.1,mb,295.0,60.6,,0.69,us,usp000fm98,2022-07-14T03:25:50.673Z,"36 km SSE of Balpyk B?, Kazakhstan",earthquake,,,,86.0,reviewed,us,us,202.29696861007633,2007,9,2,245,35,recent
2007-09-01 12:07:23.920000+00:00,40.719,77.612,10.0,4.0,mb,14.0,141.3,,0.73,us,usp000fm4v,2014-11-07T01:33:27.803Z,"157 km ESE of Naryn, Kyrgyzstan",earthquake,,,,1.0,reviewed,us,us,271.778477783098,2007,9,1,244,35,recent
